emp_id,department,job_role,job_level,business_travel,over_time,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM782,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,3,1,3
RM999,Research & Development,Research Scientist,1,Travel_Rarely,No,4,3,1,1
RM1350,Research & Development,Research Scientist,1,Travel_Rarely,Yes,1,0,1,0
RM171,Research & Development,Research Scientist,1,Travel_Rarely,Yes,5,2,1,1
RM513,Research & Development,Research Scientist,1,Travel_Rarely,No,4,2,1,1
RM1018,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,0,1,4
RM1249,Research & Development,Research Scientist,1,Travel_Rarely,No,6,2,1,4
RM405,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10,0,1,
RM789,Research & Development,Research Scientist,2,Travel_Rarely,No,8,7,1,7
RM810,Research & Development,Manufacturing Director,3,Travel_Rarely,No,9,7,1,7
RM1074,Research & Development,Manufacturing Director,2,Travel_Rarely,No,8,6,1,7
RM253,Research & Development,Research Scientist,1,Travel_Rarely,No,6,5,1,
RM573,Research & Development,Healthcare Representative,2,Travel_Rarely,No,8,7,1,1
RM809,Research & Development,Research Scientist,1,Travel_Rarely,No,7,5,1,7
RM860,Research & Development,Research Scientist,1,Travel_Rarely,Yes,5,4,1,3
RM904,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,6,0,1,0
RM906,Research & Development,Research Director,4,Travel_Rarely,No,7,7,1,7
RM1123,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,10,9,1,5
RM1325,Research & Development,Healthcare Representative,2,Travel_Rarely,No,7,0,1,6
RM033,Research & Development,Laboratory Technician,1,Travel_Rarely,No,10,0,1,8
RM147,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,3,1,
RM325,Research & Development,Research Scientist,2,Travel_Rarely,No,10,8,1,9
RM731,Research & Development,Research Director,3,Travel_Rarely,Yes,8,7,1,7
RM1142,Research & Development,Research Scientist,1,Travel_Rarely,No,6,4,1,1
RM1260,Research & Development,Healthcare Representative,2,Travel_Rarely,No,7,0,1,7
RM1413,Research & Development,Laboratory Technician,1,Travel_Rarely,No,12,8,1,7
RM059,Research & Development,Laboratory Technician,2,Travel_Rarely,No,7,7,1,7
RM073,Research & Development,Research Scientist,1,Travel_Rarely,No,1,1,1,
RM076,Research & Development,Manufacturing Director,2,Travel_Rarely,No,11,7,1,
RM897,Research & Development,Healthcare Representative,2,Travel_Rarely,No,10,9,1,8
RM1015,Research & Development,Research Director,4,Travel_Rarely,No,3,2,1,0
RM170,Research & Development,Research Scientist,1,Travel_Rarely,No,5,4,1,4
RM627,Research & Development,Research Scientist,2,Travel_Rarely,No,5,3,1,3
RM1191,Research & Development,Research Scientist,2,Travel_Rarely,No,9,5,1,6
RM186,Research & Development,Research Scientist,1,Travel_Rarely,No,8,7,1,6
RM222,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,1
RM695,Research & Development,Healthcare Representative,2,Travel_Rarely,No,5,0,1,4
RM085,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5,2,1,3
RM482,Research & Development,Research Scientist,1,Travel_Rarely,Yes,6,5,1,3
RM575,Research & Development,Research Scientist,1,Travel_Rarely,No,4,2,1,3
RM580,Research & Development,Research Scientist,1,Travel_Rarely,No,6,5,1,3
RM672,Research & Development,Laboratory Technician,1,Travel_Rarely,No,1,0,1,0
RM959,Research & Development,Healthcare Representative,3,Travel_Rarely,No,9,7,1,6
RM612,Research & Development,Manufacturing Director,3,Travel_Rarely,No,8,5,1,6
RM621,Research & Development,Research Scientist,1,Travel_Rarely,No,6,5,1,1
RM841,Research & Development,Laboratory Technician,1,Travel_Rarely,No,8,0,1,7
RM1151,Research & Development,Research Scientist,2,Travel_Rarely,No,16,15,1,10
RM1459,Research & Development,Research Scientist,1,Travel_Rarely,No,4,3,1,1
RM874,Research & Development,Laboratory Technician,1,Travel_Rarely,No,7,7,1,7
RM943,Research & Development,Healthcare Representative,3,Travel_Rarely,No,7,7,1,7
RM1019,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10,4,1,8
RM1146,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,3,2,1,1
RM1181,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,3,1,3
RM196,Research & Development,Research Scientist,1,Travel_Rarely,Yes,8,7,1,7
RM833,Research & Development,Healthcare Representative,2,Travel_Rarely,No,6,2,1,3
RM990,Research & Development,Research Scientist,1,Travel_Rarely,Yes,6,4,1,3
RM200,Research & Development,Manufacturing Director,2,Travel_Rarely,No,7,7,1,7
RM530,Research & Development,Healthcare Representative,2,Travel_Rarely,No,9,7,1,8
RM785,Research & Development,Healthcare Representative,3,Travel_Rarely,No,19,9,1,9
RM1262,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,1,0,1,0
RM1431,Research & Development,Research Director,3,Travel_Rarely,No,18,16,1,11
RM950,Research & Development,Manufacturing Director,2,Travel_Rarely,No,8,7,1,7
RM1176,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5,4,1,0
RM1430,Research & Development,Research Scientist,2,Travel_Rarely,No,7,7,1,7
RM1467,Research & Development,Healthcare Representative,3,Travel_Rarely,No,7,7,1,7
RM362,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,7,7,1,
RM149,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,0,1,4
RM167,Research & Development,Research Scientist,1,Travel_Rarely,No,9,8,1,8
RM1421,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,1,0
RM644,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,5,3,1,3
RM036,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,1,4
RM610,Research & Development,Research Director,4,Travel_Rarely,No,4,1,1,0
RM996,Research & Development,Research Scientist,2,Travel_Rarely,Yes,20,7,1,8
RM032,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,4,2,1,3
RM1047,Research & Development,Research Scientist,1,Travel_Rarely,No,5,2,1,3
RM1141,Research & Development,Research Director,5,Travel_Rarely,Yes,22,7,1,10
RM245,Research & Development,Manager,5,Travel_Rarely,No,24,0,1,7
RM1143,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,10,7,1,4
RM779,Research & Development,Research Scientist,2,Travel_Rarely,Yes,16,13,1,7
RM878,Research & Development,Manufacturing Director,2,Travel_Rarely,No,6,3,1,4
RM330,Research & Development,Research Director,5,Travel_Rarely,No,3,2,1,1
RM678,Research & Development,Laboratory Technician,3,Travel_Rarely,No,26,9,1,7
RM1148,Research & Development,Laboratory Technician,1,Travel_Rarely,No,9,6,1,4
RM280,Research & Development,Research Director,5,Travel_Rarely,No,10,4,1,6
RM368,Research & Development,Healthcare Representative,3,Travel_Rarely,No,4,3,1,3
RM715,Research & Development,Research Director,4,Travel_Rarely,No,5,4,1,3
RM722,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,12,11,1,5
RM1178,Research & Development,Research Director,3,Travel_Rarely,No,14,11,1,11
RM190,Research & Development,Healthcare Representative,4,Travel_Rarely,No,7,7,1,0
RM409,Research & Development,Manager,4,Travel_Rarely,No,5,2,1,4
RM588,Research & Development,Laboratory Technician,2,Travel_Rarely,No,5,2,1,4
RM185,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4,2,1,3
RM281,Research & Development,Research Director,4,Travel_Rarely,Yes,5,3,1,3
RM535,Research & Development,Research Director,4,Travel_Rarely,No,5,1,1,3
RM576,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,5,3,1,4
RM1306,Research & Development,Research Scientist,2,Travel_Rarely,No,7,1,1,7
RM1407,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,5,2,1,4
RM553,Research & Development,Healthcare Representative,4,Travel_Rarely,No,10,7,1,1
RM1024,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,0
RM164,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,5,3,1,4
RM361,Research & Development,Healthcare Representative,2,Travel_Rarely,No,3,2,1,
RM1010,Research & Development,Research Director,5,Travel_Rarely,Yes,9,8,1,5
RM857,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,2,1,2
RM358,Sales,Sales Representative,1,Travel_Frequently,Yes,3,2,1,2
RM444,Research & Development,Laboratory Technician,1,Travel_Frequently,No,2,2,1,2
RM1202,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,5,4,1,2
RM1408,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4,3,1,2
RM518,Sales,Sales Executive,2,Travel_Rarely,No,3,2,1,2
RM994,Sales,Sales Executive,2,Travel_Rarely,No,3,2,1,2
RM574,Sales,Sales Executive,2,Travel_Rarely,No,4,3,1,2
RM787,Research & Development,Laboratory Technician,1,Non-Travel,No,3,2,1,2
RM826,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,10,7,1,2
RM339,Sales,Sales Executive,2,Travel_Rarely,No,10,9,1,2
RM1247,Human Resources,Human Resources,1,Travel_Frequently,No,4,2,1,2
RM710,Research & Development,Research Scientist,1,Non-Travel,Yes,3,2,1,2
RM240,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,3,2,1,2
RM470,Sales,Sales Executive,2,Non-Travel,No,4,2,1,2
RM716,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,6,5,1,2
RM791,Research & Development,Healthcare Representative,3,Travel_Rarely,No,3,2,1,2
RM1253,Research & Development,Research Scientist,1,Travel_Rarely,Yes,5,0,1,2
RM1470,Research & Development,Laboratory Technician,2,Travel_Rarely,No,4,3,1,2
RM1109,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,0,1,2
RM1183,Research & Development,Manufacturing Director,2,Non-Travel,No,3,2,1,2
RM606,Research & Development,Healthcare Representative,2,Travel_Frequently,No,4,3,1,2
RM643,Sales,Sales Representative,1,Travel_Rarely,No,2,2,1,2
RM1367,Sales,Sales Executive,2,Non-Travel,No,3,2,1,2
RM347,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,5,4,1,2
RM1229,Human Resources,Human Resources,2,Non-Travel,No,3,2,1,2
RM1295,Research & Development,Healthcare Representative,2,Travel_Rarely,No,3,2,1,2
RM131,Research & Development,Research Scientist,1,Travel_Frequently,No,3,2,1,2
RM434,Sales,Sales Executive,3,Travel_Rarely,Yes,3,2,1,2
RM666,Sales,Sales Representative,1,Travel_Rarely,Yes,3,2,1,2
RM1195,Sales,Manager,4,Travel_Rarely,No,3,2,1,2
RM1072,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3,2,1,2
RM300,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4,1,1,2
RM1204,Research & Development,Healthcare Representative,3,Travel_Rarely,No,4,3,1,2
RM1208,Research & Development,Research Scientist,1,Travel_Rarely,No,4,2,1,2
RM309,Research & Development,Healthcare Representative,2,Non-Travel,Yes,5,3,1,2
RM842,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,3,1,2
RM1308,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,2
RM1199,Sales,Sales Executive,2,Non-Travel,Yes,6,5,1,2
RM741,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,2,1,2
RM1103,Sales,Sales Representative,1,Travel_Rarely,Yes,3,2,1,2
RM396,Research & Development,Laboratory Technician,1,Travel_Frequently,No,3,2,1,2
RM497,Sales,Sales Representative,1,Travel_Rarely,No,3,2,1,2
RM1437,Sales,Sales Representative,1,Travel_Rarely,Yes,2,2,1,2
RM384,Research & Development,Research Scientist,1,Travel_Rarely,No,2,1,1,2
RM1424,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,2
RM1083,Research & Development,Laboratory Technician,2,Travel_Rarely,No,4,3,1,2
RM1239,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,2,1,2
RM114,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,3,1,2
RM480,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes,6,3,1,2
RM1231,Research & Development,Laboratory Technician,1,Travel_Rarely,No,6,2,1,2
RM966,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,2,1,2
RM1412,Human Resources,Human Resources,1,Travel_Rarely,No,2,0,1,2
RM763,Research & Development,Research Scientist,1,Travel_Frequently,Yes,3,2,1,2
RM1310,Sales,Sales Executive,2,Travel_Rarely,No,5,3,1,2
RM319,Research & Development,Research Scientist,1,Travel_Rarely,Yes,4,3,1,2
RM1171,Research & Development,Research Scientist,1,Travel_Frequently,No,4,2,1,2
RM1368,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,1,2
RM934,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,2
RM1057,Sales,Sales Representative,1,Travel_Frequently,No,3,2,1,2
RM372,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,2
RM455,Research & Development,Manufacturing Director,2,Travel_Rarely,No,3,2,1,2
RM508,Sales,Sales Executive,2,Travel_Rarely,No,6,0,1,2
RM894,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,2
RM1220,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,3,1,2
RM1344,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,2,1,2
RM438,Sales,Sales Representative,1,Travel_Rarely,No,3,2,1,2
RM733,Research & Development,Laboratory Technician,1,Travel_Frequently,No,3,2,1,2
RM483,Sales,Sales Executive,2,Travel_Rarely,No,3,1,1,2
RM1418,Sales,Sales Representative,1,Travel_Rarely,No,2,2,1,2
RM239,Sales,Sales Representative,1,Travel_Rarely,No,4,3,1,2
RM992,Sales,Sales Executive,2,Travel_Rarely,Yes,3,2,1,2
RM1114,Research & Development,Research Scientist,2,Non-Travel,No,6,5,1,2
RM1389,Research & Development,Healthcare Representative,2,Non-Travel,No,5,1,1,2
RM1450,Research & Development,Research Scientist,1,Travel_Rarely,No,4,2,1,2
RM500,Sales,Sales Executive,2,Travel_Rarely,No,5,0,1,2
RM991,Sales,Sales Executive,2,Travel_Frequently,No,5,4,1,2
RM014,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,2,1,2
RM160,Sales,Sales Representative,1,Travel_Frequently,No,4,3,1,2
RM182,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,2
RM394,Sales,Sales Executive,2,Non-Travel,No,3,2,1,2
RM584,Sales,Sales Executive,2,Travel_Rarely,No,3,2,1,2
RM069,Research & Development,Research Scientist,1,Travel_Frequently,No,3,2,1,2
RM197,Research & Development,Laboratory Technician,2,Travel_Frequently,No,6,2,1,2
RM295,Research & Development,Research Scientist,1,Travel_Frequently,Yes,4,2,1,2
RM465,Research & Development,Manufacturing Director,3,Travel_Rarely,No,6,5,1,2
RM020,Research & Development,Research Scientist,1,Travel_Rarely,Yes,3,2,1,2
RM288,Research & Development,Healthcare Representative,2,Travel_Rarely,No,2,2,1,2
RM1108,Human Resources,Human Resources,2,Travel_Frequently,No,6,3,1,2
RM1121,Sales,Sales Executive,2,Travel_Rarely,No,3,2,1,2
RM1401,Human Resources,Human Resources,1,Travel_Frequently,Yes,6,2,1,2
RM241,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,2,1,2
RM1046,Research & Development,Research Scientist,1,Travel_Rarely,No,3,1,1,2
RM1133,Sales,Sales Executive,2,Travel_Rarely,No,5,4,1,2
RM389,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,2,1,2
RM1420,Research & Development,Research Scientist,2,Travel_Rarely,Yes,4,3,1,2
RM1294,Research & Development,Research Scientist,1,Non-Travel,No,3,2,1,2
RM100,Research & Development,Laboratory Technician,2,Non-Travel,No,3,2,1,2
RM954,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,2,1,2
RM1436,Research & Development,Research Scientist,1,Travel_Rarely,Yes,4,3,1,2
RM1038,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,3,1,1,2
RM466,Research & Development,Healthcare Representative,3,Travel_Frequently,No,2,2,1,2
RM1021,Research & Development,Research Scientist,1,Travel_Rarely,No,6,5,1,2
RM1068,Sales,Sales Executive,2,Travel_Rarely,Yes,5,4,1,2
RM291,Research & Development,Research Director,5,Travel_Frequently,Yes,3,2,1,2
RM1045,Research & Development,Healthcare Representative,2,Travel_Rarely,No,3,2,1,2
RM1177,Research & Development,Research Director,4,Travel_Rarely,No,4,2,1,2
RM946,Research & Development,Research Director,4,Travel_Rarely,Yes,3,2,1,2
RM571,Research & Development,Research Scientist,1,Non-Travel,No,4,3,1,2
RM393,Research & Development,Research Director,5,Travel_Rarely,No,4,2,1,2
RM380,Research & Development,Manager,4,Travel_Rarely,Yes,5,4,1,2
RM788,Research & Development,Manufacturing Director,3,Travel_Frequently,No,3,2,1,2
RM1066,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,3,2,1,2
RM641,Research & Development,Laboratory Technician,1,Non-Travel,No,5,2,3,4
RM749,Sales,Sales Executive,2,Non-Travel,No,2,2,2,2
RM162,Research & Development,Research Scientist,1,Non-Travel,No,2,2,2,2
RM945,Research & Development,Laboratory Technician,2,Non-Travel,No,9,8,7,5
RM355,Sales,Sales Executive,2,Non-Travel,Yes,2,2,2,2
RM424,Sales,Sales Executive,3,Non-Travel,No,9,8,7,8
RM427,Research & Development,Laboratory Technician,1,Non-Travel,No,11,7,6,7
RM1406,Research & Development,Research Director,3,Non-Travel,No,11,7,4,8
RM242,Sales,Sales Executive,2,Non-Travel,No,3,2,2,2
RM757,Research & Development,Laboratory Technician,1,Non-Travel,No,8,7,7,7
RM755,Sales,Sales Representative,1,Non-Travel,No,2,2,2,2
RM023,Research & Development,Research Director,3,Travel_Rarely,No,12,6,2,
RM047,Sales,Sales Executive,2,Non-Travel,No,9,5,8,7
RM054,Research & Development,Healthcare Representative,3,Non-Travel,Yes,4,0,2,3
RM889,Sales,Sales Executive,3,Non-Travel,Yes,13,2,4,12
RM1423,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,2,2,2,2
RM399,Research & Development,Research Scientist,2,Non-Travel,Yes,13,11,10,7
RM262,Sales,Sales Executive,2,Non-Travel,No,8,7,7,5
RM1290,Human Resources,Human Resources,1,Non-Travel,No,11,10,3,8
RM1041,Research & Development,Research Director,3,Non-Travel,No,9,8,4,8
RM1099,Research & Development,Healthcare Representative,2,Non-Travel,Yes,2,2,2,2
RM955,Research & Development,Manager,4,Non-Travel,Yes,20,8,2,10
RM1321,Research & Development,Research Scientist,1,Non-Travel,No,6,3,3,3
RM194,Research & Development,Research Scientist,1,Non-Travel,No,5,4,2,2
RM195,Research & Development,Manager,4,Non-Travel,No,20,8,11,8
RM219,Sales,Sales Executive,3,Non-Travel,No,19,7,12,8
RM1222,Research & Development,Healthcare Representative,3,Non-Travel,No,23,15,14,4
RM1315,Sales,Sales Executive,2,Non-Travel,No,8,7,5,7
RM1286,Sales,Sales Executive,2,Non-Travel,No,2,2,2,2
RM1422,Research & Development,Research Director,3,Non-Travel,No,13,8,5,12
RM805,Research & Development,Manager,4,Non-Travel,No,5,4,2,1
RM113,Human Resources,Manager,4,Non-Travel,Yes,5,3,4,4
RM775,Research & Development,Manager,4,Non-Travel,No,9,7,6,2
RM1302,Sales,Manager,4,Non-Travel,No,16,9,14,14
RM106,Human Resources,Manager,5,Non-Travel,No,3,2,2,2
RM471,Sales,Sales Representative,1,Travel_Frequently,No,2,2,2,1
RM1246,Human Resources,Human Resources,1,Travel_Frequently,No,2,2,2,1
RM572,Research & Development,Laboratory Technician,1,Travel_Frequently,No,2,2,2,0
RM1362,Research & Development,Laboratory Technician,1,Travel_Frequently,No,7,7,7,7
RM201,Research & Development,Manufacturing Director,2,Travel_Frequently,No,2,2,2,0
RM1335,Research & Development,Research Scientist,1,Travel_Frequently,No,7,6,7,3
RM1008,Research & Development,Healthcare Representative,3,Travel_Frequently,Yes,8,7,7,7
RM246,Research & Development,Research Director,3,Travel_Frequently,No,2,2,2,2
RM819,Sales,Sales Representative,1,Travel_Frequently,No,2,2,2,2
RM1037,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes,2,2,2,2
RM1307,Sales,Sales Executive,3,Travel_Frequently,No,3,2,2,2
RM006,Research & Development,Laboratory Technician,1,Travel_Frequently,No,7,7,3,6
RM314,Research & Development,Manager,3,Travel_Frequently,No,10,6,8,8
RM510,Research & Development,Healthcare Representative,2,Travel_Frequently,No,13,11,4,7
RM848,Research & Development,Healthcare Representative,2,Travel_Frequently,No,13,9,4,9
RM921,Research & Development,Laboratory Technician,2,Travel_Frequently,No,11,8,5,10
RM1056,Research & Development,Research Director,4,Travel_Frequently,No,14,8,6,9
RM982,Sales,Sales Executive,2,Travel_Frequently,Yes,4,2,3,2
RM1003,Research & Development,Manufacturing Director,3,Travel_Frequently,No,2,2,2,2
RM1187,Sales,Sales Executive,2,Travel_Frequently,Yes,11,9,6,7
RM118,Sales,Sales Executive,3,Travel_Frequently,No,9,7,2,8
RM173,Research & Development,Laboratory Technician,1,Travel_Frequently,No,8,7,7,2
RM969,Sales,Sales Executive,2,Travel_Frequently,No,15,7,6,13
RM227,Sales,Sales Representative,1,Travel_Frequently,No,9,8,5,8
RM579,Research & Development,Manufacturing Director,2,Travel_Frequently,Yes,15,7,4,12
RM766,Research & Development,Research Scientist,1,Travel_Frequently,No,2,2,2,2
RM1188,Research & Development,Research Scientist,2,Travel_Frequently,No,13,11,2,9
RM1419,Research & Development,Manufacturing Director,2,Travel_Frequently,No,8,3,7,7
RM252,Research & Development,Healthcare Representative,3,Travel_Frequently,No,19,6,11,
RM814,Research & Development,Healthcare Representative,4,Travel_Frequently,No,18,7,11,5
RM1160,Research & Development,Manufacturing Director,2,Travel_Frequently,No,9,2,3,8
RM1293,Sales,Sales Executive,2,Travel_Frequently,No,2,1,2,2
RM838,Research & Development,Research Director,3,Travel_Frequently,No,18,7,2,13
RM148,Research & Development,Manager,4,Travel_Frequently,No,7,6,7,7
RM989,Research & Development,Research Scientist,2,Travel_Frequently,Yes,6,2,3,3
RM296,Sales,Sales Executive,4,Travel_Frequently,No,20,4,4,8
RM442,Research & Development,Laboratory Technician,1,Travel_Frequently,No,2,2,2,0
RM548,Research & Development,Research Scientist,1,Travel_Frequently,Yes,2,2,2,2
RM633,Research & Development,Research Scientist,1,Travel_Frequently,Yes,2,1,2,2
RM839,Sales,Sales Executive,4,Travel_Frequently,Yes,21,9,13,14
RM1094,Research & Development,Healthcare Representative,3,Travel_Frequently,Yes,20,8,13,9
RM492,Research & Development,Laboratory Technician,2,Travel_Frequently,Yes,8,7,4,7
RM549,Sales,Sales Executive,2,Travel_Frequently,No,2,2,2,2
RM651,Research & Development,Healthcare Representative,2,Travel_Frequently,No,5,2,2,2
RM1063,Research & Development,Manufacturing Director,3,Travel_Frequently,Yes,2,2,2,2
RM094,Research & Development,Healthcare Representative,3,Travel_Frequently,Yes,10,9,9,5
RM545,Sales,Sales Executive,4,Travel_Frequently,Yes,22,2,11,13
RM1224,Sales,Sales Executive,4,Travel_Frequently,No,23,5,14,10
RM1167,Research & Development,Manager,4,Travel_Frequently,No,2,2,2,2
RM1205,Sales,Sales Representative,1,Travel_Frequently,Yes,9,7,7,7
RM1352,Research & Development,Manager,4,Travel_Frequently,No,22,17,4,7
RM1378,Research & Development,Research Director,5,Travel_Frequently,No,5,4,4,3
RM132,Sales,Sales Executive,3,Travel_Frequently,No,2,2,2,1
RM868,Research & Development,Manager,4,Travel_Frequently,No,2,2,2,2
RM1139,Research & Development,Healthcare Representative,4,Travel_Frequently,Yes,30,8,12,13
RM111,Research & Development,Healthcare Representative,3,Travel_Frequently,No,13,12,12,8
RM919,Sales,Manager,5,Travel_Frequently,Yes,29,10,11,10
RM931,Research & Development,Laboratory Technician,1,Travel_Frequently,No,7,0,7,7
RM988,Sales,Sales Executive,3,Travel_Frequently,No,4,2,3,2
RM761,Sales,Sales Executive,3,Travel_Frequently,No,15,7,6,12
RM746,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,8,7,6,7
RM402,Sales,Sales Executive,4,Travel_Frequently,No,7,7,7,7
RM1311,Research & Development,Research Director,4,Travel_Frequently,Yes,2,2,2,2
RM428,Sales,Sales Executive,3,Travel_Frequently,No,18,13,13,11
RM546,Sales,Sales Executive,2,Travel_Rarely,No,8,7,7,7
RM485,Sales,Sales Executive,2,Travel_Rarely,No,7,7,5,7
RM1059,Sales,Sales Executive,2,Travel_Rarely,Yes,15,9,10,10
RM1088,Sales,Sales Representative,1,Travel_Rarely,Yes,11,10,5,7
RM792,Sales,Sales Executive,3,Travel_Rarely,Yes,8,7,4,7
RM1101,Sales,Sales Representative,1,Travel_Rarely,No,5,3,4,2
RM862,Sales,Manager,4,Travel_Rarely,No,26,15,15,9
RM652,Sales,Sales Executive,2,Travel_Rarely,Yes,7,6,7,7
RM153,Sales,Sales Representative,2,Travel_Rarely,Yes,7,7,4,5
RM503,Sales,Sales Executive,2,Travel_Rarely,No,14,7,8,10
RM446,Sales,Manager,4,Travel_Rarely,No,10,9,7,7
RM526,Sales,Sales Executive,2,Travel_Rarely,No,2,2,2,0
RM139,Sales,Sales Executive,2,Travel_Rarely,No,2,2,2,
RM1022,Sales,Sales Representative,1,Travel_Rarely,No,3,2,2,2
RM1370,Sales,Sales Executive,2,Travel_Rarely,Yes,2,0,2,2
RM1314,Human Resources,Human Resources,1,Travel_Rarely,Yes,2,2,2,0
RM140,Human Resources,Human Resources,2,Travel_Rarely,Yes,11,9,4,
RM168,Sales,Sales Executive,3,Travel_Rarely,No,10,9,7,4
RM403,Sales,Sales Executive,2,Travel_Rarely,No,5,4,4,4
RM703,Sales,Sales Executive,3,Travel_Rarely,No,8,4,7,7
RM1050,Sales,Sales Executive,2,Travel_Rarely,No,2,1,2,2
RM125,Sales,Sales Executive,2,Travel_Rarely,Yes,7,7,7,7
RM133,Sales,Sales Executive,2,Travel_Rarely,Yes,2,2,2,2
RM304,Sales,Sales Executive,2,Travel_Rarely,No,8,7,7,7
RM676,Sales,Sales Representative,1,Travel_Rarely,No,7,7,5,2
RM1327,Sales,Sales Executive,2,Travel_Rarely,Yes,2,2,2,2
RM1429,Sales,Sales Representative,1,Travel_Rarely,No,2,2,2,2
RM1106,Sales,Sales Executive,2,Travel_Rarely,No,2,2,2,2
RM1049,Sales,Sales Executive,2,Travel_Rarely,No,13,9,3,12
RM1271,Sales,Sales Executive,2,Travel_Rarely,No,2,2,2,2
RM077,Sales,Sales Executive,2,Travel_Rarely,No,15,13,2,
RM298,Sales,Sales Executive,3,Travel_Rarely,No,11,9,6,9
RM448,Sales,Sales Executive,2,Travel_Rarely,No,11,9,6,9
RM1163,Sales,Sales Executive,3,Travel_Rarely,No,13,12,6,0
RM1168,Sales,Sales Executive,2,Travel_Rarely,Yes,2,2,2,2
RM1221,Sales,Sales Representative,2,Travel_Rarely,No,13,7,6,7
RM1237,Sales,Sales Executive,2,Travel_Rarely,Yes,2,2,2,2
RM1440,Sales,Sales Executive,3,Travel_Rarely,No,9,7,3,4
RM696,Sales,Sales Executive,3,Travel_Rarely,No,14,1,11,7
RM1281,Human Resources,Human Resources,2,Travel_Rarely,No,10,0,4,7
RM224,Sales,Sales Executive,3,Travel_Rarely,No,16,10,5,13
RM808,Sales,Sales Executive,3,Travel_Rarely,Yes,8,7,2,7
RM1120,Sales,Sales Executive,2,Travel_Rarely,No,9,8,7,7
RM1417,Sales,Sales Executive,2,Travel_Rarely,No,15,13,5,8
RM138,Sales,Sales Executive,2,Travel_Rarely,No,15,11,5,9
RM552,Human Resources,Human Resources,2,Travel_Rarely,No,8,3,3,6
RM1125,Sales,Sales Executive,3,Travel_Rarely,No,7,6,7,6
RM1404,Sales,Sales Executive,4,Travel_Rarely,No,20,8,11,10
RM1463,Sales,Sales Executive,4,Travel_Rarely,No,20,9,9,6
