emp_id,employee_number,age,age_group,gender,marital_status,education,education_field,distance_from_home,num_companies_worked,total_working_years,attrition,attrition_count
RM731,1015,30,26-35,Female,Married,2,Life Sciences,8,0,9,No,0
RM1142,1609,30,26-35,Male,Married,3,Medical,7,1,6,No,0
RM1260,1763,30,26-35,Male,Married,3,Life Sciences,16,3,10,No,0
RM1413,1989,30,26-35,Male,Married,2,Medical,1,1,12,No,0
RM059,76,31,26-35,Male,Divorced,4,Life Sciences,7,3,10,No,0
RM073,95,31,26-35,Male,Single,4,Medical,1,1,1,No,0
RM076,98,31,26-35,Female,Single,4,Life Sciences,8,1,11,No,0
RM897,1252,31,26-35,Female,Single,3,Medical,24,1,10,No,0
RM1015,1430,31,26-35,Female,Single,5,Life Sciences,8,3,9,No,0
RM170,231,32,26-35,Male,Single,5,Life Sciences,6,3,8,No,0
RM627,865,32,26-35,Female,Married,2,Medical,8,5,9,No,0
RM1191,1671,32,26-35,Male,Divorced,3,Medical,2,0,10,No,0
RM186,252,33,26-35,Female,Married,3,Medical,14,1,8,No,0
RM222,305,33,26-35,Female,Married,4,Medical,4,6,7,No,0
RM695,969,33,26-35,Female,Single,3,Life Sciences,1,0,6,No,0
RM085,110,34,26-35,Male,Married,2,Medical,1,1,5,No,0
RM482,649,34,26-35,Male,Married,2,Life Sciences,1,1,6,No,0
RM575,797,34,26-35,Female,Single,4,Life Sciences,1,2,10,No,0
RM580,804,34,26-35,Female,Single,4,Medical,2,1,6,No,0
RM672,934,34,26-35,Male,Divorced,3,Life Sciences,10,1,1,No,0
RM959,1344,34,26-35,Male,Divorced,3,Life Sciences,9,0,10,No,0
RM612,845,35,26-35,Male,Single,3,Other,7,3,17,No,0
RM621,856,35,26-35,Female,Single,1,Medical,27,1,6,No,0
RM841,1172,35,26-35,Male,Married,4,Medical,1,6,10,No,0
RM1151,1621,35,26-35,Male,Married,5,Life Sciences,18,1,16,No,0
RM1459,2052,35,26-35,Female,Married,4,Life Sciences,1,1,4,No,0
RM874,1221,36,36-45,Male,Divorced,4,Life Sciences,6,1,7,No,0
RM943,1312,36,36-45,Female,Married,4,Technical Degree,10,3,10,No,0
RM1019,1435,36,36-45,Male,Single,4,Life Sciences,4,1,10,No,0
RM1146,1614,36,36-45,Female,Married,4,Life Sciences,12,9,7,No,0
RM1181,1659,36,36-45,Male,Single,3,Life Sciences,7,2,15,No,0
RM196,267,37,36-45,Male,Married,3,Life Sciences,21,1,8,No,0
RM833,1161,37,36-45,Female,Divorced,2,Medical,25,7,9,No,0
RM990,1394,37,36-45,Male,Married,1,Life Sciences,4,7,8,No,0
RM200,273,38,36-45,Male,Married,3,Technical Degree,29,3,9,No,0
RM530,724,38,36-45,Female,Single,4,Life Sciences,1,0,10,No,0
RM785,1088,38,36-45,Female,Married,1,Life Sciences,17,0,20,No,0
RM1262,1766,38,36-45,Male,Married,3,Medical,18,3,15,No,0
RM1431,2015,38,36-45,Female,Married,3,Medical,10,3,20,No,0
RM950,1322,39,36-45,Male,Single,2,Life Sciences,18,0,9,No,0
RM1176,1654,39,36-45,Male,Married,3,Medical,12,4,7,No,0
RM1430,2014,39,36-45,Male,Single,1,Life Sciences,24,7,18,No,0
RM1467,2062,39,36-45,Male,Married,1,Medical,6,4,9,No,0
RM362,483,40,36-45,Female,Married,4,Life Sciences,10,3,10,No,0
RM149,200,41,36-45,Male,Married,4,Life Sciences,9,2,7,No,0
RM167,227,41,36-45,Male,Divorced,3,Life Sciences,14,4,13,No,0
RM1421,1999,41,36-45,Male,Married,3,Life Sciences,1,3,12,No,0
RM644,894,42,36-45,Female,Married,3,Life Sciences,3,2,17,No,0
RM036,46,43,36-45,Female,Divorced,2,Medical,2,1,6,No,0
RM610,843,43,36-45,Male,Married,2,Life Sciences,14,6,22,No,0
RM996,1402,43,36-45,Female,Single,3,Medical,6,1,20,No,0
RM032,40,44,36-45,Male,Married,4,Other,10,2,9,No,0
RM1047,1475,44,36-45,Male,Single,3,Life Sciences,20,1,6,No,0
RM1141,1608,44,36-45,Female,Divorced,3,Medical,7,0,23,No,0
RM245,336,45,36-45,Male,Married,3,Other,1,0,25,No,0
RM1143,1611,45,36-45,Female,Single,5,Medical,5,1,10,No,0
RM779,1080,46,46-55,Female,Divorced,4,Life Sciences,8,8,19,No,0
RM878,1228,46,46-55,Male,Divorced,4,Technical Degree,2,2,12,No,0
RM330,447,47,46-55,Male,Married,5,Life Sciences,5,4,21,No,0
RM678,944,49,46-55,Female,Married,2,Other,8,4,29,No,0
RM1148,1617,49,46-55,Female,Married,4,Life Sciences,25,1,10,No,0
RM280,385,50,46-55,Male,Divorced,1,Life Sciences,4,3,28,No,0
RM368,491,50,46-55,Male,Single,3,Technical Degree,10,6,20,No,0
RM715,997,50,46-55,Male,Divorced,2,Medical,1,9,32,No,0
RM722,1005,50,46-55,Male,Married,3,Life Sciences,24,3,22,No,0
RM1178,1656,50,46-55,Female,Divorced,5,Life Sciences,17,5,19,No,0
RM190,258,51,46-55,Female,Single,3,Medical,3,3,21,No,0
RM409,546,52,46-55,Female,Married,2,Life Sciences,4,2,31,No,0
RM588,813,52,46-55,Female,Married,4,Life Sciences,11,8,9,No,0
RM185,250,53,46-55,Female,Divorced,2,Medical,13,1,5,No,0
RM281,386,53,46-55,Male,Married,4,Medical,3,3,21,No,0
RM535,730,53,46-55,Male,Married,3,Life Sciences,7,3,32,No,0
RM576,799,54,46-55,Female,Divorced,4,Medical,19,9,9,No,0
RM1306,1830,54,46-55,Female,Married,4,Medical,7,4,14,No,0
RM1407,1980,54,46-55,Female,Single,3,Medical,10,6,9,No,0
RM553,762,56,55+,Male,Married,3,Medical,9,7,30,No,0
RM1024,1441,56,55+,Female,Married,2,Life Sciences,1,2,5,No,0
RM164,223,57,55+,Male,Divorced,2,Life Sciences,24,3,12,No,0
RM361,482,57,55+,Male,Married,4,Medical,1,2,15,No,0
RM1010,1423,58,55+,Female,Married,3,Medical,1,3,32,No,0
RM857,1198,20,18-25,Male,Single,3,Life Sciences,3,1,2,No,0
RM358,478,21,18-25,Female,Single,1,Technical Degree,1,1,3,Yes,1
RM444,593,22,18-25,Male,Single,1,Technical Degree,4,5,4,Yes,1
RM1202,1684,23,18-25,Male,Single,1,Medical,8,1,5,Yes,1
RM1408,1981,24,18-25,Male,Single,2,Life Sciences,1,1,4,No,0
RM518,707,25,18-25,Male,Married,3,Life Sciences,8,0,4,No,0
RM994,1399,25,18-25,Male,Married,1,Life Sciences,18,2,6,No,0
RM574,796,26,26-35,Male,Single,3,Technical Degree,8,6,6,Yes,1
RM787,1094,27,26-35,Male,Married,5,Life Sciences,8,1,3,No,0
RM826,1150,29,26-35,Male,Married,1,Medical,8,1,10,No,0
RM339,456,30,26-35,Female,Divorced,3,Marketing,5,1,10,No,0
RM1247,1747,30,26-35,Female,Divorced,3,Human Resources,8,6,6,Yes,1
RM710,991,31,26-35,Male,Single,2,Medical,9,0,4,Yes,1
RM240,331,32,26-35,Male,Single,3,Life Sciences,1,0,4,Yes,1
RM470,631,32,26-35,Male,Married,4,Other,11,8,6,Yes,1
RM716,998,33,26-35,Female,Married,4,Other,1,1,6,No,0
RM791,1099,33,26-35,Male,Divorced,3,Life Sciences,5,4,9,No,0
RM1253,1755,34,26-35,Male,Married,4,Medical,2,0,6,No,0
RM1470,2068,34,26-35,Male,Married,3,Medical,8,2,6,No,0
RM1109,1564,35,26-35,Male,Single,3,Medical,1,1,3,No,0
RM1183,1662,36,36-45,Female,Married,4,Medical,1,0,4,No,0
RM606,837,38,36-45,Male,Divorced,3,Life Sciences,12,2,13,No,0
RM643,893,38,36-45,Male,Married,3,Marketing,9,0,3,No,0
RM1367,1929,39,36-45,Female,Married,4,Life Sciences,21,6,10,No,0
RM347,466,41,36-45,Male,Single,3,Medical,6,6,8,No,0
RM1229,1722,41,36-45,Male,Married,3,Human Resources,4,6,10,No,0
RM1295,1814,41,36-45,Male,Single,3,Life Sciences,5,3,11,No,0
RM131,171,43,36-45,Female,Single,3,Medical,28,4,18,No,0
RM434,580,46,46-55,Female,Married,3,Marketing,10,2,15,No,0
RM666,925,47,46-55,Female,Single,4,Life Sciences,2,1,3,No,0
RM1195,1676,47,46-55,Female,Divorced,4,Life Sciences,2,6,29,No,0
RM1072,1509,49,46-55,Female,Married,2,Medical,3,4,10,No,0
RM300,408,51,46-55,Male,Divorced,3,Medical,2,5,13,No,0
RM1204,1689,53,46-55,Male,Married,4,Medical,24,3,11,No,0
RM1208,1694,55,46-55,Male,Divorced,3,Technical Degree,22,5,8,No,0
RM309,422,58,55+,Male,Divorced,4,Life Sciences,1,2,12,No,0
RM842,1173,24,18-25,Male,Single,3,Medical,24,8,6,No,0
RM1308,1834,28,26-35,Female,Married,3,Medical,1,1,3,No,0
RM1199,1681,33,26-35,Female,Divorced,3,Life Sciences,16,1,7,No,0
RM741,1028,35,26-35,Male,Divorced,3,Other,10,1,3,No,0
RM1103,1556,36,36-45,Male,Single,4,Life Sciences,2,3,7,No,0
RM396,525,43,36-45,Male,Married,3,Medical,21,7,8,No,0
RM497,669,21,18-25,Male,Single,1,Technical Degree,22,1,3,No,0
RM1437,2021,21,18-25,Male,Single,1,Medical,5,1,2,No,0
RM384,511,22,18-25,Female,Married,3,Medical,11,1,2,No,0
RM1424,2007,22,18-25,Male,Single,2,Life Sciences,1,0,4,No,0
RM1083,1533,23,18-25,Male,Single,1,Life Sciences,20,0,5,No,0
RM1239,1735,23,18-25,Female,Single,1,Medical,4,1,3,No,0
RM114,150,24,18-25,Male,Married,1,Life Sciences,18,0,6,No,0
RM480,647,24,18-25,Female,Married,3,Life Sciences,7,1,6,Yes,1
RM1231,1725,24,18-25,Male,Divorced,1,Medical,29,1,6,No,0
RM966,1358,25,18-25,Male,Married,1,Medical,19,3,7,No,0
RM1412,1987,25,18-25,Female,Married,3,Human Resources,2,4,6,No,0
RM763,1053,26,26-35,Male,Married,3,Life Sciences,2,6,6,Yes,1
RM1310,1836,26,26-35,Male,Single,3,Medical,10,1,5,No,0
RM319,434,27,26-35,Female,Single,3,Life Sciences,5,1,4,No,0
RM1171,1648,27,26-35,Male,Single,3,Medical,2,2,6,No,0
RM1368,1931,27,26-35,Male,Married,4,Technical Degree,2,1,6,No,0
RM934,1301,28,26-35,Male,Single,3,Technical Degree,1,2,5,No,0
RM1057,1486,28,26-35,Male,Married,3,Technical Degree,1,3,5,Yes,1
RM372,495,29,26-35,Male,Single,3,Life Sciences,23,9,6,No,0
RM455,611,29,26-35,Male,Divorced,3,Technical Degree,19,4,8,No,0
RM508,690,29,26-35,Female,Married,2,Medical,3,1,6,No,0
RM894,1249,29,26-35,Female,Divorced,3,Life Sciences,1,1,3,No,0
RM1220,1709,29,26-35,Female,Married,4,Medical,9,9,9,No,0
RM1344,1883,29,26-35,Male,Single,3,Life Sciences,7,3,11,No,0
RM438,585,30,26-35,Male,Single,1,Marketing,7,0,4,No,0
RM733,1017,30,26-35,Female,Single,3,Medical,5,0,4,Yes,1
RM483,650,31,26-35,Male,Divorced,4,Medical,13,2,9,Yes,1
RM1418,1996,31,26-35,Male,Married,2,Life Sciences,2,0,3,No,0
RM239,330,32,26-35,Female,Married,2,Life Sciences,4,2,6,No,0
RM992,1396,32,26-35,Male,Married,1,Marketing,2,0,4,No,0
RM1114,1574,32,26-35,Male,Married,4,Technical Degree,1,4,9,No,0
RM1389,1955,32,26-35,Female,Divorced,4,Medical,15,5,9,No,0
RM1450,2038,32,26-35,Male,Single,3,Technical Degree,2,1,4,No,0
RM500,677,33,26-35,Male,Divorced,4,Marketing,8,0,6,No,0
RM991,1395,33,26-35,Male,Married,1,Life Sciences,5,6,8,No,0
RM014,18,34,26-35,Male,Divorced,2,Medical,19,0,3,No,0
RM160,216,34,26-35,Female,Married,4,Marketing,2,6,6,No,0
RM182,247,34,26-35,Female,Single,2,Medical,27,2,9,No,0
RM394,523,34,26-35,Female,Married,4,Marketing,4,9,6,No,0
RM584,808,34,26-35,Female,Married,2,Life Sciences,8,5,6,No,0
RM069,88,35,26-35,Male,Married,3,Medical,1,4,5,No,0
RM197,269,35,26-35,Female,Single,3,Medical,2,5,10,No,0
RM295,403,37,36-45,Male,Married,3,Medical,9,1,4,No,0
RM465,623,37,36-45,Female,Single,3,Technical Degree,1,4,12,No,0
RM020,24,38,36-45,Male,Single,3,Life Sciences,2,5,6,No,0
RM288,393,38,36-45,Male,Divorced,4,Life Sciences,23,9,10,No,0
RM1108,1563,38,36-45,Male,Married,4,Human Resources,10,3,10,No,0
RM1121,1583,38,36-45,Female,Single,3,Life Sciences,16,2,8,No,0
RM1401,1972,38,36-45,Male,Married,4,Other,1,0,7,No,0
RM241,332,39,36-45,Female,Divorced,4,Medical,1,7,7,No,0
RM1046,1474,40,36-45,Male,Divorced,3,Medical,2,2,8,No,0
RM1133,1598,40,36-45,Female,Married,2,Life Sciences,14,1,5,No,0
RM389,517,42,36-45,Female,Divorced,4,Life Sciences,1,3,8,No,0
RM1420,1998,42,36-45,Male,Divorced,4,Life Sciences,18,6,9,No,0
RM1294,1813,43,36-45,Male,Single,3,Life Sciences,9,4,7,No,0
RM100,132,44,36-45,Male,Married,3,Medical,23,4,17,No,0
RM954,1333,44,36-45,Male,Married,3,Life Sciences,3,4,10,Yes,1
RM1436,2020,44,36-45,Male,Single,3,Medical,1,6,6,No,0
RM1038,1465,45,36-45,Male,Married,3,Technical Degree,29,4,10,No,0
RM466,624,46,46-55,Female,Married,1,Medical,18,5,28,No,0
RM1021,1438,47,46-55,Male,Married,3,Technical Degree,1,7,17,No,0
RM1068,1503,47,46-55,Female,Married,3,Medical,14,3,11,No,0
RM291,396,49,46-55,Female,Single,4,Life Sciences,10,9,22,No,0
RM1045,1473,49,46-55,Male,Married,4,Technical Degree,5,2,20,No,0
RM1177,1655,49,46-55,Female,Married,4,Other,22,3,27,No,0
RM946,1317,50,46-55,Female,Married,3,Life Sciences,28,4,25,No,0
RM571,791,52,46-55,Male,Married,4,Medical,19,0,5,No,0
RM393,522,54,46-55,Male,Married,2,Medical,5,4,24,No,0
RM380,505,55,46-55,Female,Single,3,Life Sciences,2,2,30,No,0
RM788,1096,55,46-55,Male,Married,1,Life Sciences,2,3,23,No,0
RM1066,1501,55,46-55,Male,Married,4,Life Sciences,4,0,4,No,0
RM641,888,24,18-25,Male,Married,1,Life Sciences,4,0,6,No,0
RM749,1037,26,26-35,Male,Single,2,Medical,29,8,7,Yes,1
RM162,218,27,26-35,Male,Divorced,3,Medical,9,6,6,No,0
RM945,1315,28,26-35,Female,Married,3,Life Sciences,1,0,10,No,0
RM355,475,30,26-35,Female,Married,2,Technical Degree,25,7,4,No,0
RM424,567,30,26-35,Female,Married,4,Other,22,0,10,No,0
RM427,571,30,26-35,Female,Single,3,Medical,2,0,12,No,0
RM1406,1979,31,26-35,Female,Married,3,Medical,10,4,13,No,0
RM242,333,32,26-35,Male,Married,4,Marketing,26,0,4,No,0
RM757,1046,32,26-35,Female,Single,4,Medical,29,9,10,No,0
RM755,1044,33,26-35,Female,Single,1,Life Sciences,8,0,3,No,0
RM023,28,34,26-35,Female,Single,4,Life Sciences,7,0,13,No,0
RM047,60,34,26-35,Male,Single,4,Marketing,23,0,10,No,0
RM054,70,35,26-35,Male,Married,2,Medical,11,2,10,No,0
RM889,1243,35,26-35,Female,Married,2,Marketing,8,4,16,No,0
RM1423,2003,35,26-35,Male,Married,4,Medical,11,7,5,No,0
RM399,529,37,36-45,Female,Married,5,Medical,25,3,15,No,0
RM262,361,38,36-45,Male,Married,2,Life Sciences,2,3,13,No,0
RM1290,1805,38,36-45,Male,Divorced,3,Human Resources,2,5,13,No,0
RM1041,1468,40,36-45,Male,Divorced,1,Medical,8,2,16,No,0
RM1099,1552,40,36-45,Male,Divorced,2,Life Sciences,8,3,8,No,0
RM955,1334,42,36-45,Male,Married,1,Life Sciences,2,0,21,No,0
RM1321,1854,42,36-45,Male,Married,4,Technical Degree,10,3,10,No,0
RM194,262,43,36-45,Male,Divorced,3,Medical,7,4,7,No,0
RM195,264,45,36-45,Male,Married,2,Medical,2,9,22,No,0
RM219,302,45,36-45,Female,Single,3,Medical,6,6,23,No,0
RM1222,1712,45,36-45,Male,Married,1,Life Sciences,1,3,25,No,0
RM1315,1845,45,36-45,Female,Married,4,Life Sciences,2,4,10,No,0
RM1286,1801,46,46-55,Male,Single,2,Life Sciences,26,8,6,No,0
RM1422,2000,47,46-55,Female,Married,1,Medical,1,0,14,No,0
RM805,1116,48,46-55,Male,Single,4,Medical,1,2,27,No,0
RM113,148,54,46-55,Female,Single,3,Human Resources,26,2,23,No,0
RM775,1074,55,46-55,Male,Single,1,Medical,2,7,31,No,0
RM1302,1824,58,55+,Male,Divorced,3,Medical,2,4,37,No,0
RM106,140,59,55+,Female,Married,4,Human Resources,2,9,30,No,0
RM471,632,24,18-25,Male,Married,3,Medical,24,0,3,No,0
RM1246,1746,24,18-25,Male,Married,3,Medical,10,0,3,No,0
RM572,792,26,26-35,Female,Divorced,2,Life Sciences,1,3,5,No,0
RM1362,1918,26,26-35,Male,Married,3,Other,6,0,8,No,0
RM201,274,27,26-35,Male,Married,1,Technical Degree,1,5,6,No,0
RM1335,1870,27,26-35,Female,Married,3,Life Sciences,15,0,8,No,0
RM1008,1421,29,26-35,Female,Single,1,Other,14,0,9,Yes,1
RM246,337,31,26-35,Male,Divorced,4,Medical,3,9,9,No,0
RM819,1135,31,26-35,Male,Married,3,Life Sciences,20,0,3,No,0
RM1037,1464,31,26-35,Male,Married,3,Life Sciences,2,6,7,Yes,1
RM1307,1833,31,26-35,Female,Married,4,Marketing,7,2,9,No,0
RM006,8,32,26-35,Male,Single,2,Life Sciences,2,0,8,No,0
RM314,428,33,26-35,Female,Married,4,Life Sciences,5,6,12,No,0
RM510,692,33,26-35,Male,Divorced,3,Life Sciences,6,3,15,No,0
RM848,1184,34,26-35,Male,Single,3,Medical,1,0,14,No,0
RM921,1285,34,26-35,Female,Divorced,3,Medical,19,4,15,No,0
RM1056,1485,34,26-35,Male,Divorced,3,Medical,15,7,16,No,0
RM982,1380,35,26-35,Female,Married,4,Marketing,18,0,5,Yes,1
RM1003,1412,35,26-35,Male,Single,2,Life Sciences,18,2,10,No,0
RM1187,1667,35,26-35,Male,Single,4,Other,12,3,13,Yes,1
RM118,154,36,36-45,Female,Married,2,Technical Degree,11,0,10,No,0
RM173,238,36,36-45,Male,Single,2,Medical,3,4,13,No,0
RM969,1362,36,36-45,Female,Married,3,Marketing,7,2,17,No,0
RM227,311,37,36-45,Male,Divorced,4,Marketing,4,4,13,No,0
RM579,803,38,36-45,Female,Single,4,Life Sciences,2,6,17,No,0
RM766,1060,38,36-45,Male,Married,4,Other,3,3,8,No,0
RM1188,1668,38,36-45,Male,Married,3,Life Sciences,1,7,19,No,0
RM1419,1997,38,36-45,Male,Married,4,Life Sciences,6,2,10,No,0
RM252,343,39,36-45,Female,Single,4,Technical Degree,2,0,20,No,0
RM814,1127,39,36-45,Male,Divorced,3,Life Sciences,2,7,21,Yes,1
RM1160,1633,39,36-45,Female,Single,3,Medical,4,0,10,No,0
RM1293,1812,39,36-45,Male,Divorced,3,Life Sciences,20,2,7,No,0
RM838,1166,40,36-45,Female,Single,4,Medical,9,9,20,No,0
RM148,199,41,36-45,Male,Divorced,3,Life Sciences,10,4,21,No,0
RM989,1392,41,36-45,Female,Divorced,3,Life Sciences,22,3,12,No,0
RM296,404,42,36-45,Female,Married,3,Marketing,26,5,23,No,0
RM442,591,42,36-45,Male,Married,2,Other,5,4,8,No,0
RM548,752,42,36-45,Male,Divorced,3,Medical,19,6,7,Yes,1
RM633,875,42,36-45,Male,Single,1,Medical,2,5,8,No,0
RM839,1167,42,36-45,Male,Single,3,Life Sciences,12,0,22,Yes,1
RM1094,1547,42,36-45,Male,Married,3,Life Sciences,2,2,24,No,0
RM492,663,43,36-45,Male,Divorced,5,Medical,9,3,10,No,0
RM549,754,43,36-45,Male,Married,3,Life Sciences,15,3,7,No,0
RM651,902,43,36-45,Female,Married,3,Life Sciences,1,4,12,No,0
RM1063,1496,44,36-45,Male,Single,1,Medical,2,5,16,No,0
RM094,124,46,46-55,Male,Married,3,Medical,1,2,21,No,0
RM545,746,47,46-55,Female,Divorced,3,Medical,3,9,28,No,0
RM1224,1716,47,46-55,Male,Married,3,Life Sciences,9,7,25,Yes,1
RM1167,1644,48,46-55,Male,Married,5,Medical,4,2,23,No,0
RM1205,1691,48,46-55,Female,Married,2,Medical,7,2,19,Yes,1
RM1352,1900,48,46-55,Female,Divorced,3,Medical,22,3,24,No,0
RM1378,1941,49,46-55,Male,Married,1,Life Sciences,2,3,28,No,0
RM132,174,50,46-55,Female,Single,3,Marketing,12,4,16,No,0
RM868,1215,50,46-55,Female,Married,3,Medical,2,2,32,No,0
RM1139,1606,50,46-55,Male,Married,5,Medical,20,2,32,No,0
RM111,145,51,46-55,Female,Single,4,Medical,1,3,23,No,0
RM919,1282,51,46-55,Male,Divorced,3,Life Sciences,9,4,31,No,0
RM931,1297,51,46-55,Female,Single,2,Medical,6,0,8,No,0
RM988,1391,51,46-55,Male,Married,3,Marketing,2,2,14,No,0
RM761,1050,53,46-55,Female,Married,3,Marketing,2,2,30,No,0
RM746,1034,55,46-55,Male,Married,4,Medical,18,3,17,No,0
RM402,532,56,55+,Female,Married,3,Life Sciences,6,9,36,No,0
RM1311,1837,58,55+,Male,Married,4,Life Sciences,15,2,23,No,0
RM428,573,60,55+,Female,Married,3,Marketing,28,4,22,No,0
RM546,747,30,26-35,Male,Divorced,5,Marketing,27,7,10,No,0
RM485,653,31,26-35,Male,Divorced,4,Medical,6,4,13,No,0
RM1059,1489,34,26-35,Female,Single,4,Medical,24,0,16,Yes,1
RM1088,1541,34,26-35,Male,Married,2,Technical Degree,7,0,12,No,0
RM792,1100,35,26-35,Male,Single,3,Technical Degree,4,0,9,Yes,1
RM1101,1554,35,26-35,Female,Married,4,Life Sciences,28,0,6,No,0
RM862,1204,46,46-55,Female,Married,3,Marketing,2,8,28,No,0
RM652,903,47,46-55,Female,Married,2,Marketing,2,0,8,No,0
RM153,205,53,46-55,Male,Married,2,Marketing,6,2,13,No,0
RM503,682,53,46-55,Female,Single,1,Medical,1,7,18,No,0
RM446,597,55,46-55,Female,Single,5,Life Sciences,18,3,37,No,0
RM526,720,24,18-25,Female,Single,2,Life Sciences,3,9,4,Yes,1
RM139,183,25,18-25,Male,Married,3,Life Sciences,28,2,6,No,0
RM1022,1439,25,18-25,Male,Married,2,Life Sciences,9,3,6,Yes,1
RM1370,1933,28,26-35,Female,Single,2,Marketing,13,3,6,Yes,1
RM1314,1844,29,26-35,Male,Divorced,3,Human Resources,13,4,4,Yes,1
RM140,184,30,26-35,Male,Married,3,Human Resources,9,0,12,No,0
RM168,228,30,26-35,Female,Married,3,Life Sciences,5,2,12,No,0
RM403,533,30,26-35,Female,Single,3,Technical Degree,12,0,6,No,0
RM703,982,30,26-35,Male,Divorced,2,Other,8,5,10,No,0
RM1050,1479,30,26-35,Male,Married,1,Life Sciences,16,8,4,No,0
RM125,163,31,26-35,Male,Married,4,Life Sciences,6,4,12,Yes,1
RM133,175,31,26-35,Female,Married,3,Life Sciences,20,3,4,Yes,1
RM304,416,31,26-35,Male,Married,3,Technical Degree,7,4,10,No,0
RM676,941,31,26-35,Male,Married,4,Life Sciences,7,3,13,No,0
RM1327,1862,32,26-35,Male,Single,4,Marketing,2,7,7,Yes,1
RM1429,2013,32,26-35,Male,Married,4,Medical,1,0,3,No,0
RM1106,1560,33,26-35,Male,Married,4,Life Sciences,8,2,8,No,0
RM1049,1478,34,26-35,Male,Single,3,Other,3,3,15,No,0
RM1271,1779,34,26-35,Female,Single,2,Life Sciences,3,5,6,No,0
RM077,100,35,26-35,Male,Single,4,Marketing,1,0,16,No,0
RM298,406,35,26-35,Male,Married,3,Marketing,16,0,12,No,0
RM448,600,35,26-35,Male,Married,3,Marketing,1,9,15,No,0
RM1163,1639,35,26-35,Male,Married,3,Medical,10,9,15,Yes,1
RM1168,1645,35,26-35,Male,Divorced,2,Medical,15,6,7,Yes,1
RM1221,1710,36,36-45,Female,Single,4,Life Sciences,2,3,17,No,0
RM1237,1733,36,36-45,Male,Divorced,5,Marketing,13,5,16,Yes,1
RM1440,2024,36,36-45,Female,Married,3,Medical,3,0,10,No,0
RM696,970,37,36-45,Male,Married,4,Life Sciences,1,5,17,Yes,1
RM1281,1794,37,36-45,Male,Divorced,2,Other,8,2,19,No,0
RM224,307,38,36-45,Male,Divorced,3,Life Sciences,3,0,17,No,0
RM808,1119,38,36-45,Male,Divorced,4,Marketing,10,0,9,No,0
RM1120,1582,38,36-45,Male,Married,3,Life Sciences,14,0,10,No,0
RM1417,1995,38,36-45,Male,Married,4,Life Sciences,1,0,16,No,0
RM138,182,39,36-45,Female,Married,4,Life Sciences,4,4,17,No,0
RM552,760,39,36-45,Female,Married,3,Human Resources,3,9,12,No,0
RM1125,1588,39,36-45,Male,Married,3,Medical,6,2,11,No,0
RM1404,1975,39,36-45,Male,Single,4,Marketing,15,0,21,No,0
RM1463,2056,39,36-45,Female,Married,1,Marketing,24,0,21,No,0
RM159,215,40,36-45,Male,Married,4,Marketing,4,7,15,No,0
RM1095,1548,40,36-45,Male,Married,2,Medical,9,0,9,No,0
RM1411,1986,40,36-45,Female,Married,2,Marketing,2,3,15,No,0
RM467,625,41,36-45,Female,Married,5,Life Sciences,2,7,22,No,0
RM536,731,41,36-45,Male,Divorced,4,Human Resources,10,3,23,No,0
RM1296,1815,41,36-45,Female,Divorced,1,Marketing,4,0,23,No,0
RM028,35,42,36-45,Male,Married,4,Marketing,8,0,10,No,0
RM927,1293,43,36-45,Female,Single,4,Marketing,4,3,23,No,0
RM751,1039,44,36-45,Female,Married,3,Medical,28,3,23,No,0
RM790,1098,44,36-45,Male,Married,2,Medical,1,9,24,Yes,1
RM908,1267,44,36-45,Male,Married,3,Marketing,5,7,26,No,0
RM1201,1683,44,36-45,Female,Divorced,3,Life Sciences,1,4,8,No,0
RM453,606,45,36-45,Male,Married,3,Other,2,0,9,No,0
RM565,783,45,36-45,Male,Single,2,Technical Degree,2,0,9,No,0
RM030,38,46,46-55,Female,Single,4,Marketing,2,3,22,No,0
RM264,363,46,46-55,Female,Married,3,Technical Degree,2,3,28,No,0
RM811,1124,46,46-55,Male,Married,1,Marketing,3,3,23,No,0
RM944,1314,46,46-55,Female,Single,2,Life Sciences,1,6,10,No,0
RM1032,1457,46,46-55,Male,Divorced,3,Marketing,9,4,28,Yes,1
RM1081,1527,46,46-55,Female,Married,3,Life Sciences,3,8,23,No,0
RM1328,1863,46,46-55,Female,Divorced,3,Technical Degree,3,2,25,No,0
RM445,595,48,46-55,Female,Married,5,Marketing,2,2,14,No,0
RM521,712,48,46-55,Male,Married,1,Marketing,2,3,12,No,0
RM1039,1466,48,46-55,Male,Divorced,3,Marketing,7,4,15,No,0
RM1104,1557,48,46-55,Female,Divorced,4,Life Sciences,16,8,18,No,0
RM822,1138,49,46-55,Male,Married,4,Technical Degree,8,6,22,No,0
RM540,738,50,46-55,Male,Married,4,Marketing,8,7,4,No,0
RM1462,2055,50,46-55,Male,Divorced,3,Marketing,28,4,20,Yes,1
RM617,851,51,46-55,Female,Married,4,Marketing,26,2,29,No,0
RM948,1319,52,46-55,Male,Single,3,Life Sciences,5,9,10,Yes,1
RM019,23,53,46-55,Female,Married,4,Life Sciences,2,2,31,No,0
RM647,897,53,46-55,Male,Married,3,Marketing,8,5,28,No,0
RM702,981,53,46-55,Male,Divorced,2,Medical,2,6,22,No,0
RM1397,1968,53,46-55,Male,Single,4,Life Sciences,24,6,15,Yes,1
RM511,698,54,46-55,Male,Married,4,Medical,19,2,16,No,0
