emp_id,monthly_income,salary_slab,daily_rate,hourly_rate,monthly_rate,percent_salary_hike,stock_option_level
RM521,8120,5k-10k,817,56,18597,12,0
RM1039,5486,5k-10k,1221,96,24795,11,3
RM1104,6439,5k-10k,492,96,13693,14,1
RM822,13120,10k-15k,174,56,11879,17,1
RM540,3875,Upto 5k,316,54,9983,15,1
RM1462,10854,10k-15k,410,39,16586,13,1
RM617,16307,15k+,1318,66,5594,14,1
RM948,8446,5k-10k,1030,64,21534,19,0
RM019,15427,15k+,1219,78,22021,16,0
RM647,11836,10k-15k,868,73,22789,14,1
RM702,14852,10k-15k,1376,45,13938,13,1
RM1397,10448,10k-15k,1168,66,5843,13,0
RM511,10725,10k-15k,397,88,6729,15,1
RM772,10686,10k-15k,1082,41,8392,11,1
RM609,5160,5k-10k,436,37,21519,16,0
RM976,13695,10k-15k,267,85,9277,17,0
RM957,19717,15k+,206,99,4022,14,0
RM064,7637,5k-10k,1435,99,2354,11,0
RM233,2267,Upto 5k,818,52,25657,17,0
RM537,5405,5k-10k,1179,84,11924,14,0
RM035,2293,Upto 5k,813,61,3020,16,1
RM324,3464,Upto 5k,1157,84,24737,13,0
RM541,2216,Upto 5k,654,67,3872,13,0
RM599,4382,Upto 5k,890,46,16374,17,0
RM933,3339,Upto 5k,806,39,17285,13,2
RM1443,4787,Upto 5k,1092,36,26124,14,3
RM436,13610,10k-15k,1277,56,24619,12,0
RM799,2313,Upto 5k,1017,55,2993,20,0
RM670,2404,Upto 5k,1122,70,4303,21,0
RM1299,8926,5k-10k,261,66,10842,22,1
RM780,2461,Upto 5k,1323,34,10332,12,3
RM318,4941,Upto 5k,723,85,17747,15,0
RM123,4963,Upto 5k,441,72,4510,18,3
RM1445,2339,Upto 5k,310,72,3666,11,1
RM596,19246,15k+,286,31,25761,12,0
RM967,10008,10k-15k,601,53,12023,14,0
RM129,2523,Upto 5k,594,100,19299,14,1
RM499,2773,Upto 5k,604,69,12145,20,0
RM631,4775,Upto 5k,1230,33,19146,22,2
RM1128,2073,Upto 5k,977,45,12826,16,1
RM1387,2867,Upto 5k,157,95,20006,13,0
RM005,3468,Upto 5k,591,40,16632,12,1
RM718,2811,Upto 5k,1134,37,12086,14,1
RM740,4227,Upto 5k,1055,47,4658,18,1
RM669,2377,Upto 5k,995,77,9834,18,1
RM338,3983,Upto 5k,738,30,7621,17,0
RM146,3204,Upto 5k,201,84,10415,14,1
RM887,3579,Upto 5k,1465,63,9369,21,1
RM942,4627,Upto 5k,1138,48,23631,12,1
RM267,5582,5k-10k,1463,64,14408,21,1
RM313,2695,Upto 5k,192,32,7747,18,1
RM370,2657,Upto 5k,408,42,7551,16,0
RM691,5855,5k-10k,616,41,17369,11,2
RM1361,3978,Upto 5k,471,62,16031,12,1
RM532,11159,10k-15k,1018,39,19373,15,0
RM1102,5878,5k-10k,824,67,15624,12,1
RM591,11691,10k-15k,213,49,25995,11,0
RM884,2781,Upto 5k,117,60,6311,13,1
RM1283,3143,Upto 5k,867,90,6076,19,1
RM1426,4878,Upto 5k,501,95,21653,13,1
RM117,11631,10k-15k,1354,45,5615,12,0
RM248,5957,5k-10k,470,84,23687,13,1
RM433,2768,Upto 5k,1303,62,8416,12,1
RM550,6142,5k-10k,970,96,7360,11,0
RM980,5429,5k-10k,285,86,17491,13,2
RM1118,5484,5k-10k,1351,45,13008,17,1
RM058,4014,Upto 5k,1142,30,16002,15,1
RM277,11996,10k-15k,1315,71,19100,18,1
RM431,4230,Upto 5k,144,46,19225,15,0
RM597,2506,Upto 5k,1258,40,13301,13,0
RM648,10903,10k-15k,672,78,9129,16,0
RM847,10274,10k-15k,819,44,19588,18,1
RM925,3506,Upto 5k,735,66,6020,14,0
RM010,5237,5k-10k,1299,94,16577,13,2
RM221,5914,5k-10k,1396,62,9945,16,0
RM270,3210,Upto 5k,1403,47,20251,11,1
RM292,4485,Upto 5k,506,30,26285,12,0
RM378,2543,Upto 5k,329,96,11868,13,1
RM665,6586,5k-10k,1425,68,4821,17,1
RM688,2519,Upto 5k,938,79,12287,21,0
RM774,8858,5k-10k,796,51,15669,11,0
RM883,10252,10k-15k,363,77,4235,21,1
RM928,5410,5k-10k,429,53,2323,11,0
RM1279,8321,5k-10k,1383,90,25949,13,1
RM354,5974,5k-10k,1319,51,17001,13,2
RM473,6447,5k-10k,446,65,15701,12,1
RM578,2782,Upto 5k,571,82,19905,13,2
RM143,4317,Upto 5k,364,32,2302,20,0
RM342,11510,10k-15k,343,92,15682,14,1
RM305,9613,5k-10k,1132,48,10942,17,3
RM938,17123,15k+,412,94,17334,13,2
RM1080,8376,5k-10k,1089,32,9150,18,0
RM1149,5377,5k-10k,1387,76,3835,13,3
RM1285,13464,10k-15k,1253,65,7914,21,0
RM1336,3902,Upto 5k,835,41,5141,14,3
RM204,2741,Upto 5k,905,99,16523,15,1
RM258,19436,15k+,1416,49,5949,19,1
RM449,13237,10k-15k,302,75,20364,15,0
RM554,2342,Upto 5k,804,86,22929,20,0
RM786,10322,10k-15k,1492,61,26542,20,1
RM979,6377,5k-10k,1202,89,13888,20,3
RM1165,7945,5k-10k,448,84,19948,15,0
RM1305,4448,Upto 5k,750,47,10748,12,1
RM1349,16823,15k+,1137,98,18991,11,1
RM1456,2809,Upto 5k,1322,52,2725,14,0
RM687,4721,Upto 5k,263,59,3119,13,0
RM738,5003,5k-10k,549,42,23371,14,0
RM257,2593,Upto 5k,269,56,8007,11,1
RM800,17665,15k+,469,35,14399,17,1
RM1358,13348,10k-15k,1396,83,14842,13,1
RM1444,18880,15k+,300,56,17312,11,0
RM1331,19392,15k+,823,81,22539,13,0
RM029,10248,10k-15k,477,42,2094,14,1
RM618,5933,5k-10k,625,50,5197,12,0
RM1079,16328,15k+,136,32,22074,13,1
RM1353,5033,5k-10k,170,78,9364,15,1
RM269,13496,10k-15k,1385,79,7501,14,0
RM335,3697,Upto 5k,549,75,9278,14,2
RM1347,5906,5k-10k,556,93,23888,13,2
RM771,19627,15k+,430,40,21445,17,2
RM1278,19328,15k+,734,46,14218,17,1
RM1323,8578,5k-10k,706,82,19989,14,1
RM1025,17169,15k+,359,82,26703,19,2
RM1304,10333,10k-15k,1001,92,19271,12,1
RM1322,2105,Upto 5k,207,64,5411,12,0
RM1415,8633,5k-10k,1180,84,13084,23,0
RM736,4240,Upto 5k,277,97,13119,13,0
RM737,10999,10k-15k,1355,78,22245,14,0
RM1115,2367,Upto 5k,1108,65,16530,12,1
RM1332,19665,15k+,1224,91,13583,12,0
RM1182,13966,10k-15k,465,41,11652,19,1
RM1193,2587,Upto 5k,464,74,24941,16,1
RM063,18740,15k+,989,43,16701,12,1
RM166,19926,15k+,1452,53,17053,15,0
RM426,17046,15k+,1099,88,9314,15,1
RM767,19237,15k+,1464,62,12853,11,1
RM124,19537,15k+,684,51,6462,13,0
RM214,12490,10k-15k,1469,81,15736,16,2
RM1276,13116,10k-15k,942,53,22984,11,0
RM191,19999,15k+,699,65,5678,14,1
RM231,3212,Upto 5k,1323,89,3300,15,0
RM469,5577,5k-10k,956,78,22087,12,2
RM700,17099,15k+,1053,70,13829,15,1
RM807,10445,10k-15k,994,87,15322,19,0
RM026,19094,15k+,1282,58,10735,11,1
RM557,2450,Upto 5k,346,86,10919,17,0
RM650,14275,10k-15k,102,72,20206,18,0
RM859,18606,15k+,1223,50,18640,18,1
RM1044,16598,15k+,447,39,19764,12,0
RM1009,17328,15k+,971,54,5652,19,0
RM1185,17426,15k+,584,91,18685,25,1
RM1398,2897,Upto 5k,155,67,22474,11,2
RM188,18722,15k+,692,61,13339,11,0
RM271,19045,15k+,452,81,18938,14,0
RM956,19187,15k+,282,58,6992,14,1
RM176,4257,Upto 5k,713,67,13939,18,1
RM852,19943,15k+,718,92,18575,13,1
RM977,13402,10k-15k,1369,68,18235,12,1
RM1054,4900,Upto 5k,405,93,2721,24,1
RM744,13726,10k-15k,715,69,21829,13,0
RM920,10512,10k-15k,1429,67,20002,12,0
RM412,19566,15k+,422,41,3854,11,0
RM877,2678,Upto 5k,654,43,5050,17,0
RM1179,2783,Upto 5k,1141,31,13251,19,0
RM363,2610,Upto 5k,895,39,2851,24,0
RM816,2070,Upto 5k,984,70,25326,11,0
RM1153,3117,Upto 5k,546,97,26009,18,0
RM161,2323,Upto 5k,1256,80,11992,24,2
RM207,2328,Upto 5k,1136,60,12392,16,1
RM725,4377,Upto 5k,1206,41,24117,15,2
RM109,2889,Upto 5k,1280,64,26897,11,2
RM935,2096,Upto 5k,266,40,18830,18,0
RM065,10096,10k-15k,1223,59,8202,13,3
RM385,7596,5k-10k,164,61,3809,13,2
RM443,9980,5k-10k,635,32,15318,14,0
RM622,6201,5k-10k,928,56,2823,14,1
RM1448,5406,5k-10k,301,88,10436,24,1
RM286,2115,Upto 5k,1372,42,15881,12,0
RM387,3034,Upto 5k,1107,95,26914,12,1
RM468,8834,5k-10k,142,69,24666,13,1
RM507,9434,5k-10k,482,36,9606,15,1
RM856,6474,5k-10k,977,56,9961,13,1
RM1090,4285,Upto 5k,674,47,3031,17,0
RM1164,3936,Upto 5k,1470,71,9953,11,1
RM1433,13744,10k-15k,161,42,15471,25,1
RM062,2406,Upto 5k,653,50,5456,11,0
RM180,2288,Upto 5k,1380,75,6319,12,0
RM278,5605,5k-10k,322,44,19191,24,1
RM682,13582,10k-15k,1333,80,16292,13,1
RM827,2844,Upto 5k,433,37,6004,13,1
RM1194,2440,Upto 5k,148,42,23826,22,0
RM315,17068,15k+,117,99,5355,14,0
RM327,19272,15k+,672,54,21141,15,1
RM527,4553,Upto 5k,408,80,20978,11,0
RM739,12742,10k-15k,466,65,7060,16,1
RM754,10880,10k-15k,945,82,5083,13,0
RM1241,6472,5k-10k,792,77,8989,15,1
RM1373,5151,5k-10k,867,87,12315,25,1
RM091,13503,10k-15k,530,78,14115,22,1
RM151,5605,5k-10k,1395,54,8504,11,1
RM187,19033,15k+,989,46,6499,14,1
RM244,3319,Upto 5k,1300,62,24447,17,2
RM583,4244,Upto 5k,791,38,9931,24,1
RM769,8396,5k-10k,300,74,22217,14,1
RM815,19626,15k+,1308,44,17544,14,0
RM960,4661,Upto 5k,523,98,22455,13,0
RM1097,16437,15k+,898,38,17381,21,0
RM1157,10435,10k-15k,884,80,25800,13,2
RM1243,19833,15k+,611,88,4349,14,0
RM1410,6323,5k-10k,692,73,26849,11,1
RM539,19189,15k+,314,59,19562,12,1
RM747,19973,15k+,247,55,20284,22,2
RM952,6151,5k-10k,256,40,22074,13,0
RM1219,9241,5k-10k,918,35,15869,12,0
RM232,19232,15k+,532,58,4933,11,0
RM282,4907,Upto 5k,635,99,24532,25,0
RM452,7406,5k-10k,319,56,6950,21,1
RM489,4089,Upto 5k,622,81,5718,13,2
RM585,18430,15k+,570,66,16225,13,1
RM605,4434,Upto 5k,933,98,11806,13,1
RM1051,3673,Upto 5k,748,74,16458,13,0
RM1405,4332,Upto 5k,335,37,14811,12,0
RM120,16959,15k+,394,92,19494,12,2
RM391,14336,10k-15k,982,59,4345,11,1
RM1186,17603,15k+,1291,65,3525,24,1
RM1217,7847,5k-10k,1179,73,6069,17,1
RM1317,5675,5k-10k,1422,92,19246,20,1
RM659,2559,Upto 5k,661,61,7508,13,0
RM876,4541,Upto 5k,200,32,7744,25,0
RM892,2011,Upto 5k,1117,72,19982,13,1
RM923,19190,15k+,1199,92,17477,14,2
RM1215,7879,5k-10k,921,96,14810,19,1
RM312,5210,5k-10k,1249,97,20308,18,1
RM806,5593,5k-10k,1050,65,17970,13,1
RM1100,7441,5k-10k,538,66,20933,12,3
RM1144,4385,Upto 5k,336,52,24162,15,1
RM1161,5770,5k-10k,1329,59,5388,19,2
RM1226,16704,15k+,1005,48,17119,11,0
RM179,10453,10k-15k,526,92,2137,25,3
RM593,16752,15k+,202,33,12982,11,1
RM708,5067,5k-10k,1379,64,6759,19,0
RM130,6567,5k-10k,470,96,5549,14,0
RM478,18200,15k+,1246,99,7999,11,1
RM524,3221,Upto 5k,1207,74,3297,11,3
RM654,17924,15k+,881,98,4544,11,1
RM1087,14411,10k-15k,333,88,24450,13,0
RM238,19068,15k+,771,79,21030,18,0
RM915,13577,10k-15k,177,37,25592,15,1
RM1117,19586,15k+,685,60,23037,21,1
RM939,2372,Upto 5k,848,88,26076,12,2
RM916,2625,Upto 5k,251,45,25308,20,0
RM797,3691,Upto 5k,1219,32,4605,15,1
RM694,10325,10k-15k,530,51,5518,11,1
RM753,2743,Upto 5k,885,43,8269,16,0
RM046,19545,15k+,1360,49,16280,12,0
RM367,9355,5k-10k,143,56,9558,18,0
RM1280,2342,Upto 5k,429,99,11092,12,3
RM090,9619,5k-10k,669,64,13596,16,0
RM272,11849,10k-15k,666,88,10268,12,1
RM608,7654,5k-10k,1184,43,5860,18,2
RM750,19845,15k+,266,57,25846,15,1
RM127,10312,10k-15k,147,94,3465,12,1
RM135,2942,Upto 5k,1355,61,8916,23,1
RM913,2875,Upto 5k,583,53,9973,20,0
RM1207,2570,Upto 5k,786,76,11925,20,0
RM1329,3540,Upto 5k,728,36,7018,21,1
RM613,4779,Upto 5k,760,81,3698,20,0
RM045,4011,Upto 5k,721,58,10781,23,0
RM212,8474,5k-10k,829,88,20925,22,0
RM326,8943,5k-10k,798,48,14034,24,1
RM1390,5003,5k-10k,1125,48,5771,21,0
RM027,3919,Upto 5k,1125,72,4681,22,0
RM061,6162,5k-10k,427,33,10877,22,1
RM881,2743,Upto 5k,116,77,7331,20,1
RM793,4508,Upto 5k,827,54,3129,22,0
RM1399,5968,5k-10k,1303,36,18079,20,3
RM1301,6799,5k-10k,810,92,22128,21,2
RM1354,2307,Upto 5k,967,85,14460,23,1
RM1385,9888,5k-10k,937,32,6770,21,0
RM636,10685,10k-15k,607,66,23457,20,1
RM126,2368,Upto 5k,841,46,23300,19,0
RM285,4741,Upto 5k,496,60,22722,13,1
RM294,5828,5k-10k,950,48,8450,12,0
RM356,5296,5k-10k,933,57,20156,17,1
RM834,2539,Upto 5k,199,55,7950,13,1
RM890,2235,Upto 5k,1103,42,14377,14,2
RM997,5769,5k-10k,205,98,7100,11,0
RM998,2394,Upto 5k,135,51,25681,13,0
RM052,3441,Upto 5k,1434,50,11179,13,0
RM794,2207,Upto 5k,895,50,22482,16,1
RM869,3196,Upto 5k,1179,78,12449,12,3
RM930,3867,Upto 5k,193,52,14222,12,1
RM1324,2706,Upto 5k,280,43,10494,15,1
RM016,9980,5k-10k,1389,51,10195,11,1
RM228,7918,5k-10k,1413,42,6599,14,1
RM520,2720,Upto 5k,806,76,18959,18,1
RM556,2297,Upto 5k,1090,83,17967,14,2
RM837,7336,5k-10k,408,45,11162,13,1
RM1250,2760,Upto 5k,428,52,14630,13,0
RM1319,3812,Upto 5k,574,40,7003,13,0
RM081,5126,5k-10k,852,55,15998,12,2
RM089,4152,Upto 5k,288,99,15830,19,3
RM093,5209,5k-10k,1334,63,19760,12,3
RM174,3072,Upto 5k,111,66,11012,11,2
RM875,3491,Upto 5k,853,49,11309,13,3
RM1107,9714,5k-10k,740,64,5323,11,1
RM013,2911,Upto 5k,670,31,15170,17,1
RM293,2789,Upto 5k,444,84,3909,11,1
RM343,7143,5k-10k,1232,39,25713,14,0
RM395,4306,Upto 5k,480,31,4156,12,1
RM400,2218,Upto 5k,329,98,16193,12,1
RM832,2610,Upto 5k,874,72,6233,12,1
RM951,9852,5k-10k,587,57,8935,19,1
RM953,2302,Upto 5k,1060,54,8319,11,0
RM986,6179,5k-10k,330,98,21057,15,2
RM1031,10793,10k-15k,326,31,8386,18,1
RM1034,7446,5k-10k,1445,100,8931,11,0
RM1086,4084,Upto 5k,561,33,4156,12,0
RM1275,5468,5k-10k,196,91,13402,14,2
RM1383,3065,Upto 5k,976,48,3995,13,1
RM095,5010,5k-10k,1093,87,24301,16,0
RM155,8998,5k-10k,967,43,15589,14,0
RM211,10400,10k-15k,1045,32,25812,11,0
RM307,5484,5k-10k,906,91,16985,14,1
RM320,5228,5k-10k,588,65,24624,11,0
RM559,5309,5k-10k,430,80,21146,15,2
RM601,6162,5k-10k,859,98,19124,12,1
RM642,6524,5k-10k,379,48,8891,14,1
RM693,6725,5k-10k,498,93,13554,12,1
RM1427,2837,Upto 5k,267,49,15919,13,0
RM1432,10422,10k-15k,801,48,24032,19,2
RM004,2909,Upto 5k,1392,56,23159,11,0
RM056,13458,10k-15k,515,98,15146,12,0
RM515,3348,Upto 5k,1076,70,3164,11,0
RM563,2686,Upto 5k,527,63,5207,13,0
RM711,17444,15k+,722,38,20489,11,0
RM1096,5207,5k-10k,589,79,22949,12,1
RM1211,2028,Upto 5k,267,79,13637,18,3
RM104,4809,Upto 5k,665,41,12482,14,0
RM203,3815,Upto 5k,878,43,5972,17,1
RM463,5337,5k-10k,258,74,19921,12,0
RM504,2691,Upto 5k,1397,42,7660,12,1
RM525,8621,5k-10k,1442,46,17654,14,0
RM965,6125,5k-10k,507,66,23553,12,0
RM984,6687,5k-10k,404,98,6163,11,0
RM1040,2742,Upto 5k,1107,52,3072,15,0
RM1085,7083,5k-10k,971,64,12288,14,0
RM1132,5063,5k-10k,653,92,15332,14,1
RM1147,4724,Upto 5k,426,42,17000,13,1
RM1180,5433,5k-10k,1130,66,19332,12,1
RM1209,3986,Upto 5k,1157,57,11912,14,1
RM1213,2929,Upto 5k,678,35,20338,12,0
RM1369,5747,5k-10k,735,86,26496,15,0
RM038,2014,Upto 5k,890,97,9687,13,0
RM509,6646,5k-10k,1017,82,19368,13,0
RM637,2022,Upto 5k,130,96,16612,19,1
RM730,10388,10k-15k,583,57,6975,11,1
RM849,2376,Upto 5k,636,47,26537,13,1
RM1082,8606,5k-10k,1029,91,21195,19,0
RM1131,3407,Upto 5k,750,46,25348,17,2
RM1158,4148,Upto 5k,208,52,12250,12,1
RM1282,5813,5k-10k,303,84,13492,18,0
